,Screen Name,Tweet,Date,Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
424,FoxNews,".@kayleighmcenany: ""Where are the feminists, also, I want to ask - where are the Elizabeth Warrens, where are the H… https://t.co/6cSwtVG0OG",2018-06-09 20:58:00+00:00,0.0772,0.067,0.0,0.933,425
425,FoxNews,"President @realDonaldTrump promises ""America First"" throughout 2016. https://t.co/loUFH6m9i3",2018-06-09 20:53:00+00:00,0.3818,0.271,0.0,0.729,426
426,FoxNews,German Chancellor Angela Merkel speaks with President @realDonaldTrump during proceedings on the sidelines of the o… https://t.co/3ObHBAyhun,2018-06-09 20:49:26+00:00,0.0,0.0,0.0,1.0,427
427,FoxNews,"Moments ago, President @realDonaldTrump praised the prime minister of Italy, @GiuseppeConteIT. https://t.co/xR842BvOcu",2018-06-09 20:47:39+00:00,0.4939,0.225,0.0,0.775,428
428,FoxNews,".@conservmillen on G7 summit: ""Our GDP is bigger than all of theirs combined and they do need us more than we need… https://t.co/6zOc7YyliG",2018-06-09 20:43:46+00:00,0.0,0.0,0.0,1.0,429
429,FoxNews,".@kayleighmcenany: ""@FLOTUS has the trust and the love of the American people - she has a 57% approval rating. Mean… https://t.co/hoWeWMNEQX",2018-06-09 20:42:54+00:00,0.891,0.398,0.0,0.602,430
430,FoxNews,Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/PK8qw7lxvW,2018-06-09 20:35:30+00:00,0.3612,0.161,0.0,0.839,431
431,FoxNews,RT @EricShawnTV: I anchor @FoxNews starting at 5 pm EDT with @ArthelNeville: What @POTUS @realDonaldTrump should say to Kim Jong-un. @MIT's…,2018-06-09 20:34:17+00:00,0.0,0.0,0.0,1.0,432
432,FoxNews,Eunice Gayson first-ever Bond Girl dead at 90 https://t.co/BzfcRHNxu8,2018-06-09 20:12:00+00:00,-0.6486,0.0,0.35,0.65,433
433,FoxNews,"At his press briefing today, President @realDonaldTrump slammed his presidential predecessor for ""allow[ing] Russia… https://t.co/BpMwYh65k5",2018-06-09 20:07:00+00:00,0.0,0.0,0.0,1.0,434
434,FoxNews,OPINION: Newest Mars discovery tells us something miraculous about Earth https://t.co/mcATE1PRIl,2018-06-09 20:01:00+00:00,0.0,0.0,0.0,1.0,435
435,FoxNews,.@realDonaldTrump doubles down on calls to include Russia in G-7: 'We're not looking to play games' https://t.co/nob4MbUZWM,2018-06-09 19:55:00+00:00,-0.2584,0.0,0.113,0.887,436
436,FoxNews,.@seanhannity Praises Trump's Tough NoKo Action After 'Weak and Feckless' Obama Leadership   https://t.co/Q2Uj18acfS,2018-06-09 19:49:00+00:00,0.0,0.191,0.247,0.562,437
437,FoxNews,Veteran claims his stolen Facebook photos were used to catfish 30 women during deployment https://t.co/YAuENcd5SL,2018-06-09 19:42:46+00:00,-0.4939,0.0,0.186,0.814,438
438,FoxNews,".@marykissel: ""A success in Singapore would be to get the [Kim] regime to commit to complete, irreversible and veri… https://t.co/R3KDjQXhmU",2018-06-09 19:37:46+00:00,0.6249,0.239,0.073,0.688,439
439,FoxNews,SUNDAY: Don’t miss @FoxNewsSunday from Singapore ahead of President @realDonaldTrump’s historic meeting with North… https://t.co/tyhBYdJ4jm,2018-06-09 19:29:00+00:00,-0.1531,0.0,0.103,0.897,440
440,FoxNews,"David Rivkin on @POTUS' power to self pardon: ""To say the president is above the law begs the question of what the… https://t.co/mgJPUNXWcz",2018-06-09 19:21:16+00:00,0.3182,0.095,0.0,0.905,441
441,FoxNews,".@POTUS: ""I do have an absolute right to pardon myself, but I'll never have to do it because I didn't do anything w… https://t.co/bOUqiZ0R50",2018-06-09 19:16:27+00:00,0.1655,0.07,0.0,0.93,442
442,FoxNews,Holocaust survivor who consoled Anne Frank dies https://t.co/mw0VdtPNgI,2018-06-09 19:10:00+00:00,0.3612,0.263,0.0,0.737,443
443,FoxNews,".@SeanHannity: ""President @BarackObama left Trump with unfettered international disaster after disaster."" #Hannity https://t.co/0lJuEwysLF",2018-06-09 19:02:20+00:00,-0.6249,0.0,0.255,0.745,444
444,FoxNews,Republicans may have won the optics war on Congress' summer recess fight https://t.co/b1wIL2Onb0,2018-06-09 18:56:32+00:00,-0.4215,0.183,0.322,0.495,445
445,FoxNews,"President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News… https://t.co/yXZpAqd07M",2018-06-09 18:46:34+00:00,-0.4767,0.0,0.162,0.838,446
446,FoxNews,"'Jersey Shore' star Mike 'The Situation' Sorrentino will face tax evasion sentencing this fall
https://t.co/Hnfrd4ZLLb",2018-06-09 18:39:20+00:00,-0.1531,0.0,0.103,0.897,447
447,FoxNews,"At his press briefing, President @realDonaldTrump said that the U.S. would no longer be a piggy bank robbed by othe… https://t.co/WAwm8Fld4P",2018-06-09 18:36:00+00:00,-0.296,0.0,0.104,0.896,448
448,FoxNews,Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/iAdue9Nmav https://t.co/ew7uxi8JFW,2018-06-09 18:34:04+00:00,0.3612,0.152,0.0,0.848,449
449,FoxNews,Texas border patrol agents find 6 illegal immigrants trapped inside cabinets https://t.co/r5ANi7t94m,2018-06-09 18:27:42+00:00,-0.7906,0.0,0.438,0.562,450
450,FoxNews,SUNDAY: @BretBaier is live in Singapore ahead of President @realDonaldTrump’s historic summit with North Korean lea… https://t.co/Z9gEu1Zqo2,2018-06-09 18:20:08+00:00,0.0,0.0,0.0,1.0,451
451,FoxNews,".@RepMcSally: ""@POTUS has made it clear that we will not tolerate them having a nuclear weapon that can hold a U.S.… https://t.co/Z9kwm68cBa",2018-06-09 18:19:00+00:00,0.1027,0.114,0.096,0.789,452
452,FoxNews,".@GrecianFormula on NK summit: ""My fear here is, I do not want [@POTUS] to give Kim Jong Un that handshake that wil… https://t.co/2BcF4gR3s9",2018-06-09 18:16:48+00:00,-0.5302,0.0,0.181,0.819,453
453,FoxNews,.@MittRomney predicts a @realDonaldTrump win in 2020. https://t.co/FtXsikIvlB https://t.co/W2EHQ9eAw5,2018-06-09 18:14:09+00:00,0.5859,0.352,0.0,0.648,454
454,FoxNews,"Florida Revokes Hundreds of Gun Permits After Background Check Error
https://t.co/4RteHthrjk",2018-06-09 18:03:13+00:00,-0.6249,0.0,0.362,0.638,455
455,FoxNews,"On @foxandfriends, @RCamposDuffy praised @FLOTUS Melania Trump in the wake of constant media scrutiny.… https://t.co/t4wxgWO0Qz",2018-06-09 17:58:00+00:00,0.4939,0.186,0.0,0.814,456
456,FoxNews,".@kimguilfoyle on NK summit: ""With somebody like @POTUS who thinks out of the box...everything is on the table [unt… https://t.co/uFk6mAOEmC",2018-06-09 17:55:11+00:00,0.3612,0.116,0.0,0.884,457
457,FoxNews,"Mike Kerrigan: I thought I had enough friends, then a stranger did this on my flight home https://t.co/xZNBnn26ZS",2018-06-09 17:46:52+00:00,0.4767,0.181,0.0,0.819,458
458,FoxNews,.@replouiegohmert Slams Russia Probe Spending: Mueller Has 'Absolutely Blown Taxpayer Dollars' https://t.co/Xe5BeKp6Cd,2018-06-09 17:36:01+00:00,0.0,0.0,0.0,1.0,459
459,FoxNews,Love and leaks: Wolfe-Watkins latest couple to draw scrutiny for loose lips and tips https://t.co/E3h48prv3z,2018-06-09 17:30:45+00:00,0.4404,0.215,0.118,0.667,460
460,FoxNews,Fox News Poll: Will North Korea give up nukes? https://t.co/3x4UVwUihL,2018-06-09 17:26:00+00:00,0.0,0.0,0.0,1.0,461
461,FoxNews,Border arrests spike. https://t.co/bxJVEDbIZi https://t.co/cGj9ea65Ui,2018-06-09 17:25:26+00:00,-0.4404,0.0,0.42,0.58,462
462,FoxNews,".@TheRealJohnHCox: ""@GavinNewsom is Exhibit A in craven politicians."" https://t.co/b6mIxZLEPQ",2018-06-09 17:21:21+00:00,0.0,0.0,0.0,1.0,463
463,FoxNews,Fox News Poll: Should @POTUS meet with North Korean leader Kim Jong Un? https://t.co/9QBv5OO5bg,2018-06-09 17:15:07+00:00,0.0,0.0,0.0,1.0,464
464,FoxNews,".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/TcO81nMnJ7",2018-06-09 17:06:05+00:00,0.0,0.0,0.0,1.0,465
465,FoxNews,Home Depot employee in Florida allegedly attacked by shopper's pet spider monkey https://t.co/gvqJD9UaOB,2018-06-09 17:04:03+00:00,-0.4588,0.0,0.2,0.8,466
466,FoxNews,"ABC apologizes for controversial ‘Quantico’ episode, defends star Priyanka Chopra https://t.co/4sh2B6JvhK",2018-06-09 17:01:29+00:00,0.1779,0.188,0.135,0.677,467
467,FoxNews,".@replouiegohmert: ""Robert Mueller has done more damage during his 12 years as FBI Director than... probably all th… https://t.co/eZePn5ltKz",2018-06-09 16:55:48+00:00,-0.5413,0.0,0.163,0.837,468
468,FoxNews,".@RealDeanCain: ""I stand for the anthem. I would never kneel for the anthem."" https://t.co/XIXO0UeJmR",2018-06-09 16:55:00+00:00,0.0,0.0,0.0,1.0,469
469,FoxNews,Do you agree with @SenSanders? https://t.co/jixhab3nlt,2018-06-09 16:49:31+00:00,0.3612,0.333,0.0,0.667,470
470,FoxNews,"MONDAY: Don’t miss three hours of ‘America’s Newsroom’ with @BillHemmer and @SandraSmithFox, starting at 9a ET on F… https://t.co/A0OfAH4QPo",2018-06-09 16:39:04+00:00,-0.1531,0.0,0.082,0.918,471
471,FoxNews,"1,000 illegal immigrants bused to California federal prison for detention https://t.co/B3t12CUk1m",2018-06-09 16:34:08+00:00,-0.8555,0.0,0.54,0.46,472
472,FoxNews,"'Bring on the Recession': @billmaher 'Hoping' for Economic Crash to Oust Trump
https://t.co/fj8Q3obYkM",2018-06-09 16:30:20+00:00,-0.4019,0.0,0.184,0.816,473
473,FoxNews,Fox News Poll: 52% approve of President @realDonaldTrump's handling of the economy. https://t.co/qZrQ8Q503M https://t.co/mYX34Kjnhb,2018-06-09 16:21:00+00:00,0.0,0.0,0.0,1.0,474
474,FoxNews,"TSA searches 96-year-old woman in wheelchair in viral video, sparking outrage https://t.co/DP91w0qI1n",2018-06-09 16:16:30+00:00,-0.5106,0.0,0.231,0.769,475
475,FoxNews,".@Lavarbigballer: ""If [@POTUS] invited me to his house, I would be like, 'Nah, man.' I'm not even going to invite h… https://t.co/BM4it6Nf6i",2018-06-09 16:05:09+00:00,0.4767,0.177,0.0,0.823,476
476,FoxNews,.@billclinton defends @alfranken. https://t.co/L3DVQREUWO,2018-06-09 16:02:00+00:00,0.0,0.0,0.0,1.0,477
477,FoxNews,Virginia wildlife center takes in 2 black bear cubs after mother is killed by homeowner https://t.co/HxTW1LfisF,2018-06-09 15:57:51+00:00,-0.6705,0.0,0.243,0.757,478
478,FoxNews,"Reporter: ""Do you think Crimea should be recognized as Russia at this point?""

.@POTUS: ""You'd have to ask Presiden… https://t.co/F8G13HW2im",2018-06-09 15:56:56+00:00,0.0,0.0,0.0,1.0,479
479,FoxNews,Happening Now: @POTUS heads to Singapore for historic summit with North Korean leader Kim Jong Un. https://t.co/9pkRpmQhvs,2018-06-09 15:54:17+00:00,0.0,0.0,0.0,1.0,480
480,FoxNews,.@realDonaldTrump and Kim Jong Un impersonators arrive in Singapore. https://t.co/cQbfqorKAn,2018-06-09 15:53:08+00:00,0.0,0.0,0.0,1.0,481
481,FoxNews,SOON: @POTUS leaves Canada en route to North Korea summit in Singapore. https://t.co/2SKhjAnI5Q,2018-06-09 15:48:40+00:00,0.0,0.0,0.0,1.0,482
482,FoxNews,U.S. Markets - So far this year. https://t.co/mdnZRFcvfH,2018-06-09 15:22:55+00:00,0.0,0.0,0.0,1.0,483
483,FoxNews,"President @realDonaldTrump to CNN reporter: ""I would say that the level of relationship is a 10... You can tell tha… https://t.co/5CwLITcrnU",2018-06-09 15:15:56+00:00,0.0,0.0,0.0,1.0,484
484,FoxNews,".@POTUS: ""Tariffs are going to come way down... We're like the piggy bank that everybody's robbing - and that ends."" https://t.co/1K8iuxEXhn",2018-06-09 15:15:00+00:00,0.3612,0.116,0.0,0.884,485
485,FoxNews,"Britain's Queen Elizabeth, Prince Charles, Meghan Duchess of Sussex, Prince Harry, Kate Duchess of Cambridge and Pr… https://t.co/0mhnqpiGZU",2018-06-09 15:13:01+00:00,0.0,0.0,0.0,1.0,486
486,FoxNews,"State-level Dems funneled $84M to @HillaryClinton's campaign, lawsuit alleges https://t.co/2Xk78xsQmh",2018-06-09 15:12:39+00:00,-0.2023,0.1,0.173,0.727,487
487,FoxNews,".@POTUS: ""Obama can say all he wants but he allowed Russia to take Crimea. I may have had a much different attitude… https://t.co/bPQobyLCe2",2018-06-09 15:09:24+00:00,0.0,0.0,0.0,1.0,488
488,FoxNews,"Reporter: ""Do you think Crimea should be recognized as Russia at this point?""

.@POTUS: ""You'd have to ask Presiden… https://t.co/9xKcvpB7aN",2018-06-09 14:59:00+00:00,0.0,0.0,0.0,1.0,489
489,FoxNews,".@POTUS: ""The U.S. press is very dishonest, much of it, not all of it."" https://t.co/PcH5oRFB7t",2018-06-09 14:49:00+00:00,-0.6115,0.0,0.222,0.778,490
490,FoxNews,".@SecretaryZinke: ""We could end the war. It's absolutely astonishing what @POTUS has done."" #Cavuto https://t.co/AFT3qMvIv2",2018-06-09 14:45:00+00:00,-0.5994,0.0,0.218,0.782,491
491,FoxNews,"President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""@CNN.""

@POTUS: ""I figured - Fake News… https://t.co/vukANIrfKZ",2018-06-09 14:39:23+00:00,-0.4767,0.0,0.162,0.838,492
492,FoxNews,"""The United States has been taken advantage of for decades and decades and we can't do that anymore.""

WATCH: Presi… https://t.co/s9kfwDEDut",2018-06-09 14:37:00+00:00,0.5859,0.202,0.0,0.798,493
493,FoxNews,".@POTUS: ""I would say that the level of relationship is a 10."" https://t.co/nmFjMumzHb",2018-06-09 14:32:20+00:00,0.0,0.0,0.0,1.0,494
494,FoxNews,".@POTUS: ""Obama can say all he wants but he allowed Russia to take Crimea. I may have had a much different attitude… https://t.co/766koswatX",2018-06-09 14:29:58+00:00,0.0,0.0,0.0,1.0,495
495,FoxNews,"Reporter: ""Do you think Crimea should be recognized as Russia at this point?""

.@POTUS: ""You'd have to ask Presiden… https://t.co/E8bATkXuhJ",2018-06-09 14:29:13+00:00,0.0,0.0,0.0,1.0,496
496,FoxNews,".@POTUS: ""I have not spoken to Vladimir Putin for quite a while... I think it would be an asset to have Russia back… https://t.co/XdWxOmv8VG",2018-06-09 14:24:45+00:00,0.3612,0.106,0.0,0.894,497
497,FoxNews,".@POTUS: ""Tariffs are going to come way down... We're like the piggy bank that everybody's robbing - and that ends."" https://t.co/Omn9n08nQS",2018-06-09 14:23:31+00:00,0.3612,0.116,0.0,0.884,498
498,FoxNews,".@POTUS: ""That's the way it should be - no tariffs, no barriers... and no subsidies."" https://t.co/OKEcN9rgOd",2018-06-09 14:21:45+00:00,-0.6808,0.0,0.355,0.645,499
499,FoxNews,".@POTUS on Kim Jong Un talks: ""It's a one-time shot and I think it's going to work out very well."" https://t.co/RGB4ilSY9I",2018-06-09 14:20:19+00:00,0.0,0.0,0.0,1.0,500
