,Screen Name,Tweet,Date,Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
0,CNN,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/3nTj0nA5h9,2018-06-09 22:30:05+00:00,0.765,0.329,0.145,0.526,1
1,CNN,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/8rub7aG2Ej",2018-06-09 22:15:00+00:00,0.5859,0.223,0.074,0.703,2
2,CNN,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/YYJPIxu1zN,2018-06-09 22:00:13+00:00,-0.6486,0.0,0.218,0.782,3
3,CNN,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/h96qLLu7qu",2018-06-09 21:53:00+00:00,0.2732,0.1,0.0,0.9,4
4,CNN,"Danny Kirwan, a guitarist who appeared on five of Fleetwood Mac's albums, died in London on Friday, according to th… https://t.co/KUwHtJ6ins",2018-06-09 21:45:05+00:00,-0.5574,0.0,0.159,0.841,5
5,CNN,JUST IN: Canadian Prime Minister Justin Trudeau says he will impose retaliatory measures to answer President Trump'… https://t.co/AiVDwmzMvV,2018-06-09 21:37:48+00:00,-0.296,0.0,0.115,0.885,6
6,CNN,"Her rare skin condition keeps her indoors, but she braved the sun to walk at graduation https://t.co/ZkdCAXZwUE https://t.co/k6YeRZ6lI0",2018-06-09 21:10:05+00:00,0.5927,0.185,0.0,0.815,7
7,CNN,An internal Census Bureau memo sent to Commerce Secretary Wilbur Ross warns that adding a citizenship question to t… https://t.co/0AZC4nYfN2,2018-06-09 21:00:06+00:00,-0.1027,0.0,0.072,0.928,8
8,CNN,Secretary of State Mike Pompeo reiterated US calls for North Korea to completely rid itself of all remnants of its… https://t.co/3RxJpEMn3K,2018-06-09 20:50:07+00:00,0.0,0.0,0.0,1.0,9
9,CNN,Syracuse University has suspended 15 members of a professional fraternity after they appeared in videos that the sc… https://t.co/X6Bs6DkczE,2018-06-09 20:40:09+00:00,-0.4767,0.0,0.154,0.846,10
10,CNN,Porsche's first electric car will be called the Taycan https://t.co/Wxy5sh45nm https://t.co/3m7qXCcg2J,2018-06-09 20:30:08+00:00,0.0,0.0,0.0,1.0,11
11,CNN,"There was nobody like Anthony Bourdain, and there was no show like #PartsUnknown. CNN pays tribute with a special n… https://t.co/9TgJMgP7Kc",2018-06-09 20:20:24+00:00,0.6705,0.297,0.085,0.618,12
12,CNN,"President Trump says his relationships with other Western leaders are perfect, but the truth is the transatlantic a… https://t.co/o0UsVXeClf",2018-06-09 20:10:07+00:00,0.6486,0.238,0.0,0.762,13
13,CNN,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/c6kvYJ2vwn",2018-06-09 20:00:09+00:00,0.0,0.0,0.0,1.0,14
14,CNN,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/9jM2GjrhxU,2018-06-09 19:50:34+00:00,0.539,0.148,0.0,0.852,15
15,CNN,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/EOxmxM76Kk",2018-06-09 19:40:00+00:00,0.5859,0.153,0.0,0.847,16
16,CNN,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/bZV351RYJz",2018-06-09 19:30:00+00:00,0.3612,0.122,0.0,0.878,17
17,CNN,A man in Texas nearly died after the severed head of a rattlesnake bit him https://t.co/bqHnciUgf3 https://t.co/NmnJLHs3Hz,2018-06-09 19:20:09+00:00,-0.7269,0.0,0.319,0.681,18
18,CNN,News of Anthony Bourdain’s death shook people around the world. We asked for your stories of how this gifted storyt… https://t.co/lzZyRpT9Co,2018-06-09 19:17:02+00:00,-0.6486,0.0,0.218,0.782,19
19,CNN,"Authorities have found the remains of a woman killed by an alligator in Davie, Florida. The woman disappeared Frida… https://t.co/MlDdA6jk5h",2018-06-09 19:10:07+00:00,-0.7506,0.0,0.274,0.726,20
20,CNN,The small (but not insignificant) ways Anthony Bourdain made a difference in the lives of some everyday people… https://t.co/TMK8f9nYfC,2018-06-09 19:00:08+00:00,0.0,0.0,0.0,1.0,21
21,CNN,"In the history of horse racing, only 12 horses have ever won the fabled Triple Crown. But why is this trophy so dif… https://t.co/gDu0o6AgPX",2018-06-09 18:50:01+00:00,0.3291,0.093,0.0,0.907,22
22,CNN,"President Trump, while making remarks at the G7 summit, says he has not spoken to Vladimir Putin in ""quite a while,… https://t.co/4qmAImsiL4",2018-06-09 18:40:00+00:00,0.0,0.0,0.0,1.0,23
23,CNN,This computer can do more calculations per second than the world's population could do in a year… https://t.co/wqlDQvYF3L,2018-06-09 18:30:14+00:00,0.0,0.0,0.0,1.0,24
24,CNN,"At the G7 meeting, President Trump called for an end to tariffs and scolded other countries for using the United St… https://t.co/KG7SFGii09",2018-06-09 18:20:06+00:00,0.4215,0.118,0.0,0.882,25
25,CNN,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1CBVV https://t.co/8KbIHW3k74,2018-06-09 18:10:00+00:00,0.4215,0.219,0.0,0.781,26
26,CNN,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/MD6vhMxOh8,2018-06-09 18:00:06+00:00,0.765,0.329,0.145,0.526,27
27,CNN,"What is a tariff? Your trade questions, answered https://t.co/AIJVEEOzHM https://t.co/HT5UJDzzjl",2018-06-09 17:50:06+00:00,0.0,0.0,0.0,1.0,28
28,CNN,A Sikh soldier wore a turban in Queen Elizabeth ll's official birthday parade https://t.co/LK0fihnFB2 https://t.co/142baFgcVA,2018-06-09 17:40:05+00:00,0.0,0.0,0.0,1.0,29
29,CNN,A former diplomat at the Vatican Embassy in Washington has been indicted by a Vatican court for possession of child… https://t.co/CSRKlOzeg8,2018-06-09 17:27:05+00:00,0.0,0.0,0.0,1.0,30
30,CNN,Simona Halep wins first grand slam title by beating Sloane Stephens at the French Open https://t.co/0tMJbvB40e https://t.co/s3YRroOgXu,2018-06-09 17:18:43+00:00,0.2732,0.265,0.221,0.514,31
31,CNN,President Trump doubles down on his call for Russia to be readmitted into the G7 and blames former President Obama… https://t.co/3zkWB92wwY,2018-06-09 16:59:35+00:00,-0.4019,0.0,0.119,0.881,32
32,CNN,The Trump administration's latest attack on Obamacare would gut protections for the sick https://t.co/ikBcCkGeAT https://t.co/ehXI4vF0vc,2018-06-09 16:47:11+00:00,-0.7506,0.0,0.33,0.67,33
33,CNN,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/Zuo9XcYf9a,2018-06-09 16:36:04+00:00,-0.5994,0.0,0.151,0.849,34
34,CNN,"Anthony Bourdain's fans turned the restaurant where he shot to fame as a chef into a memorial, leaving roses and no… https://t.co/5fg9y1cERL",2018-06-09 16:26:06+00:00,0.4404,0.132,0.0,0.868,35
35,CNN,"Hall of Fame trainer Bob Baffert, who is looking to make history with a win today at the Belmont Stakes, compares h… https://t.co/sUsVNh98tA",2018-06-09 16:14:06+00:00,0.7717,0.251,0.0,0.749,36
36,CNN,"The week began with news of Trump canceling the Philadelphia Eagles' visit to the White House, and ended with news… https://t.co/H1ILtBxF1W",2018-06-09 16:00:03+00:00,0.0,0.0,0.0,1.0,37
37,CNN,Illinois Republicans in Congress are making an urgent plea to President Trump: Don't let Rod Blagojevich off the ho… https://t.co/L4UPCaV1kD,2018-06-09 15:50:29+00:00,0.2023,0.087,0.0,0.913,38
38,CNN,Former Trump campaign chairman Paul Manafort and his attorneys struck back at special counsel Robert Mueller's char… https://t.co/m4eIhVUiWL,2018-06-09 15:38:05+00:00,0.1779,0.13,0.097,0.773,39
39,CNN,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/7vTbQ8M6D8",2018-06-09 15:27:34+00:00,-0.296,0.0,0.176,0.824,40
40,CNN,"Prince Harry and Meghan, Duchess of Sussex, joined celebrations of Queen Elizabeth II's official birthday with the… https://t.co/UkiwKzYsxC",2018-06-09 15:13:56+00:00,0.0,0.0,0.0,1.0,41
41,CNN,Republicans haven't won statewide in Virginia since 2009. Tuesday's Senate primary shows why:… https://t.co/xkWpPfkUCE,2018-06-09 14:57:06+00:00,-0.4585,0.0,0.187,0.813,42
42,CNN,President Trump says he thinks he’ll know “within the first minute” if North Korea is serious about peace… https://t.co/kRdFefn4fN,2018-06-09 14:43:08+00:00,-0.0772,0.0,0.067,0.933,43
43,CNN,"RT @CNNPolitics: Trump: ""I think it would be asset to have Russia back in. I think it would be good for the world. I think it would be good…",2018-06-09 14:36:51+00:00,0.6597,0.178,0.0,0.822,44
44,CNN,"""Consumer Financial Protection Bureau acting director Mick Mulvaney has ousted a committed group of experts who vol… https://t.co/l36frkFEtw",2018-06-09 14:30:03+00:00,0.2732,0.116,0.0,0.884,45
45,CNN,President Trump on the upcoming North Korea meeting: “I really feel confident. I feel that Kim Jong Un wants to do… https://t.co/D0Fi57k3zj,2018-06-09 14:24:10+00:00,0.539,0.148,0.0,0.852,46
46,CNN,Things don't look good for Dodge and Chrysler https://t.co/twYdKzCpZ4 https://t.co/9aKZvGnuQG,2018-06-09 14:20:07+00:00,-0.3412,0.0,0.211,0.789,47
47,CNN,"President Trump: Trade was ""at the top of the list"" at G7 discussions because ""the United States has been taken adv… https://t.co/u6247HzPsj",2018-06-09 14:18:20+00:00,0.5574,0.187,0.0,0.813,48
48,CNN,President Trump is speaking at the G7 before heading to Singapore for the summit with Kim Jong Un. Watch live on CN… https://t.co/dNYLQOvVEk,2018-06-09 14:16:21+00:00,0.0,0.0,0.0,1.0,49
49,CNN,President Trump is planning to depart the G7 ahead of climate change talks https://t.co/bfFqMKTIrg https://t.co/6PkzSs4guA,2018-06-09 14:09:49+00:00,0.0,0.0,0.0,1.0,50
50,CNN,Former President Obama says he’ll always remember the meal he shared with Anthony Bourdain in Vietnam: “He taught u… https://t.co/XI67jcoy55,2018-06-09 14:01:04+00:00,0.34,0.112,0.0,0.888,51
51,CNN,President Trump's tariffs on steel and aluminum threaten America's booming RV industry https://t.co/FxOEFN6Sx2 https://t.co/zpDj0uGxRI,2018-06-09 13:46:07+00:00,-0.3818,0.0,0.167,0.833,52
52,CNN,"What is a tariff? Your trade questions, answered https://t.co/8Fylq20zXj https://t.co/pSfQJhAnZR",2018-06-09 13:31:03+00:00,0.0,0.0,0.0,1.0,53
53,CNN,The Duke and Duchess of Sussex celebrate Queen Elizabeth II's official birthday with the traditional Trooping the C… https://t.co/L2o8IJcNej,2018-06-09 13:26:05+00:00,0.5719,0.171,0.0,0.829,54
54,CNN,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/mPpGOqifbk",2018-06-09 13:16:00+00:00,0.5859,0.153,0.0,0.847,55
55,CNN,"As the millions of US children diagnosed with ADHD move into adulthood, more and more are wondering whether to cont… https://t.co/Qs5xlj8fwK",2018-06-09 13:01:05+00:00,0.0,0.0,0.0,1.0,56
56,CNN,"Fans around the world mourn chef and storyteller Anthony Bourdain, sharing memories of how his travels, food and co… https://t.co/jiW8HhY9ia",2018-06-09 12:53:19+00:00,0.0,0.119,0.119,0.763,57
57,CNN,"Does a pharmacy have an obligation to help a patient be sure that insurance will cover a prescription?

That's the… https://t.co/2Jxsnx7cI0",2018-06-09 12:46:08+00:00,0.6124,0.238,0.0,0.762,58
58,CNN,Twitter has had a stunning turnaround https://t.co/hzutT84IrC https://t.co/AK7R50K5mh,2018-06-09 12:31:06+00:00,0.3818,0.302,0.0,0.698,59
59,CNN,IHOP says it's changing name to IHOb. Many major companies also have rebranded — some successfully and some not so… https://t.co/Xz5NjtpaqH,2018-06-09 12:16:00+00:00,0.4939,0.144,0.0,0.856,60
60,CNN,Mars is suddenly more interesting | By Jonathan Lunine via @CNNOpinion https://t.co/EA2ETHIldR https://t.co/fgmZax7nwV,2018-06-09 12:01:03+00:00,0.4576,0.214,0.0,0.786,61
61,CNN,Construction workers in the UK have found wads of cash dating back to World War II at a shop that once belonged to… https://t.co/TYdsjSziK7,2018-06-09 11:52:04+00:00,-0.5994,0.0,0.151,0.849,62
62,CNN,"During her commencement address to the MIT Class of 2018, Facebook COO Sheryl Sandberg spoke candidly about Faceboo… https://t.co/hznkJTzAPH",2018-06-09 11:46:00+00:00,0.0,0.0,0.0,1.0,63
63,CNN,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/H6R3LykoER",2018-06-09 11:31:05+00:00,-0.296,0.0,0.176,0.824,64
64,CNN,"Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and… https://t.co/uRJsH7yPmG",2018-06-09 11:16:00+00:00,0.3612,0.122,0.0,0.878,65
65,CNN,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/AGpnS1dn0C,2018-06-09 11:01:06+00:00,0.765,0.329,0.145,0.526,66
66,CNN,"Organizers of a fashion show in Saudi Arabia used drones to display female clothes, drawing ridicule on social medi… https://t.co/cgo5HTjIJd",2018-06-09 10:31:49+00:00,-0.4588,0.0,0.143,0.857,67
67,CNN,"From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/IZMve8IRLb",2018-06-09 10:16:00+00:00,0.0,0.0,0.0,1.0,68
68,CNN,Are windowless planes the future of travel? https://t.co/Fjc2m6WgtG https://t.co/ux29QpKXWA,2018-06-09 10:01:03+00:00,0.0,0.0,0.0,1.0,69
69,CNN,"Hurricanes and tropical storms are moving more slowly around the planet, resulting in higher rainfall and more extr… https://t.co/8qyqjq9IGd",2018-06-09 09:31:04+00:00,0.0,0.0,0.0,1.0,70
70,CNN,"The Afghan Taliban called for a three-day ceasefire with Afghan forces over the Eid al-Fitr holiday, a move that fo… https://t.co/BLmTAtjmRg",2018-06-09 09:29:10+00:00,0.4019,0.13,0.0,0.87,71
71,CNN,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/uzD0GNZH2P",2018-06-09 09:16:00+00:00,0.5859,0.223,0.074,0.703,72
72,CNN,"Penguins, Seals, and Krill: Antarctica's fragile food chain | via @CNNVR https://t.co/1BBRFfOzWk https://t.co/G46D0CB0wY",2018-06-09 09:01:21+00:00,0.0,0.0,0.0,1.0,73
73,CNN,Anthony Bourdain's life in pictures https://t.co/76sjWPlMRR https://t.co/MtFAqaoDvC,2018-06-09 08:31:08+00:00,0.0,0.0,0.0,1.0,74
74,CNN,"The US Embassy in Mozambique has warned of ""imminent attacks"" against government and commercial centers in a northe… https://t.co/EoDJsFFoOM",2018-06-09 08:29:13+00:00,-0.6124,0.0,0.238,0.762,75
75,CNN,Egypt is building The Grand Egyptian Museum. The cost? More than $1 billion. It will re-house and restore some of t… https://t.co/R5c8mOlfrv,2018-06-09 08:16:00+00:00,0.6369,0.206,0.0,0.794,76
76,CNN,The Justice Department won't defend the Deferred Action for Childhood Arrivals program in a federal lawsuit that Te… https://t.co/0IJPEuEAF0,2018-06-09 08:05:06+00:00,0.3612,0.16,0.089,0.751,77
77,CNN,President Trump is dressed as a king on the new Time magazine cover https://t.co/7pFcAHVSIF https://t.co/joUPfVBvUY,2018-06-09 08:01:09+00:00,0.0,0.0,0.0,1.0,78
78,CNN,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/QtTP3JEFVL",2018-06-09 07:46:00+00:00,0.2732,0.1,0.0,0.9,79
79,CNN,The world's highest glass bridge will soon be home to the world's highest bungee jump https://t.co/fAaotSRizW via… https://t.co/t4WbdUBMFL,2018-06-09 07:31:08+00:00,0.0,0.0,0.0,1.0,80
80,CNN,"Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth er… https://t.co/kzJPr5HFmj",2018-06-09 07:16:00+00:00,0.0,0.0,0.0,1.0,81
81,CNN,"Researchers are looking into the possibility of using blood tests to predict a woman's risk of premature birth, whi… https://t.co/vJZFkJZz7U",2018-06-09 07:01:07+00:00,-0.2732,0.0,0.104,0.896,82
82,CNN,Watch these homes being built using a 3D printer https://t.co/igaBP4k4F8 https://t.co/cpQ97vRD2k,2018-06-09 06:46:00+00:00,0.0,0.0,0.0,1.0,83
83,CNN,KFC says it will break with its meat-loving tradition and begin testing a vegetarian alternative to chicken later t… https://t.co/WfVJGm649F,2018-06-09 06:31:07+00:00,0.0,0.0,0.0,1.0,84
84,CNN,This Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/5UKjPCDo5W,2018-06-09 06:16:00+00:00,0.2263,0.106,0.0,0.894,85
85,CNN,This is the poem a kindergarten teacher hung up so her students know what to do in a school shooting… https://t.co/Tf587ohFnZ,2018-06-09 06:01:07+00:00,0.0,0.0,0.0,1.0,86
86,CNN,Ever felt like your vacation would make a good blockbuster movie? This tour company aims to capture your travel exp… https://t.co/DsmmE2rdJx,2018-06-09 05:46:00+00:00,0.8519,0.354,0.0,0.646,87
87,CNN,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxzCvS https://t.co/rZCmomGUOb,2018-06-09 05:16:00+00:00,0.7351,0.323,0.0,0.677,88
88,CNN,Organic matter has been found on Mars in soil samples the Curiosity rover took from 3 billion-year-old mudstone in… https://t.co/QrC1BQMFkl,2018-06-09 05:01:04+00:00,0.0258,0.058,0.0,0.942,89
89,CNN,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1UcNt https://t.co/r2CaKtagX7,2018-06-09 04:46:00+00:00,0.4215,0.219,0.0,0.781,90
90,CNN,"Venezuela ranks as the most dangerous country in the world for the second straight year, according to a new Gallup… https://t.co/ywDhdCxqJn",2018-06-09 04:31:04+00:00,-0.3597,0.082,0.146,0.773,91
91,CNN,This surveillance camera footage from last weekend shows a tiny asteroid that NASA says disintegrated over southern… https://t.co/f10F3pY2Rw,2018-06-09 04:16:00+00:00,0.0,0.0,0.0,1.0,92
92,CNN,Time cover gets Trump just right | By Michael D'Antonio via @CNNOpinion https://t.co/3Na14xHBeg https://t.co/MtWRm0tvV9,2018-06-09 04:01:07+00:00,0.0,0.0,0.0,1.0,93
93,CNN,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/FUbBJgpbPn",2018-06-09 03:46:00+00:00,0.5859,0.153,0.0,0.847,94
94,CNN,The Golden State Warriors clinched their third NBA championship title in four years with a decisive 108-85 win over… https://t.co/xFuSWVjOK6,2018-06-09 03:41:59+00:00,0.8225,0.35,0.0,0.65,95
95,CNN,"Manuel Antonio Cano Pacheco grew up in Iowa. He was sent back to Mexico because of misdemeanor convictions, ICE say… https://t.co/AHXBMGozjb",2018-06-09 03:38:22+00:00,0.0,0.0,0.0,1.0,96
96,CNN,"As family and friends watch at a distance, phones set to record, a man places a watermelon into an alligator's jaws… https://t.co/IwsAdq0ACH",2018-06-09 03:31:17+00:00,0.4767,0.147,0.0,0.853,97
97,CNN,What's the secret to Okinawans' long life? Experts argue that though a combination of good genes and healthy lifest… https://t.co/YqGC9CbZTo,2018-06-09 03:16:04+00:00,0.4939,0.233,0.1,0.667,98
98,CNN,"RT @CNNTonight: ""Tony came raw to the picture, he came with his history of his own demons, he didn't hide that he had these terrible proble…",2018-06-09 03:12:27+00:00,-0.3781,0.053,0.108,0.839,99
99,CNN,What is 5G? It's a wireless network technology that will change everything from how you use your phone to how self-… https://t.co/zsnqRVLTtA,2018-06-09 03:01:00+00:00,0.0,0.0,0.0,1.0,100
100,BBCWorld,G7 summit: $3bn pledge for girls' education https://t.co/lzB0N8d2dG,2018-06-09 22:40:30+00:00,0.0,0.0,0.0,1.0,101
101,BBCWorld,G7 commits to 'rules-based trading system' despite tensions with US https://t.co/lF9GGvnUlW,2018-06-09 22:10:00+00:00,0.3309,0.272,0.0,0.728,102
102,BBCWorld,UN condemns Central African Republic hospital raids https://t.co/93Wa37cReV,2018-06-09 19:39:30+00:00,-0.5106,0.0,0.32,0.68,103
103,BBCWorld,Trump: Kim has one shot at peace at Singapore summit https://t.co/BA8DNNKFPu,2018-06-09 19:14:02+00:00,0.5423,0.259,0.0,0.741,104
104,BBCWorld,Disruptive passenger on Jet2 flight banned for life https://t.co/Y0tzheYt6b,2018-06-09 17:20:32+00:00,-0.6486,0.0,0.431,0.569,105
105,BBCWorld,Inside Afghanistan's only secure psychiatric unit.  The BBC investigates the lasting effects of conflict in the cou… https://t.co/pUmnntT4C7,2018-06-09 16:16:27+00:00,0.0258,0.116,0.111,0.773,106
106,BBCWorld,"Russian workers being taught how to smile more ahead of the World Cup 
☺️☺️
https://t.co/WBNlLAf9Nt https://t.co/uyLxrpKct6",2018-06-09 15:54:18+00:00,0.3612,0.143,0.0,0.857,107
107,BBCWorld,Iraq arrests asylum seeker wanted in Germany for Wiesbaden murder https://t.co/mRHxslzEMD,2018-06-09 15:18:41+00:00,-0.8225,0.0,0.458,0.542,108
108,BBCWorld,French Open 2018: Simona Halep beats Sloane Stephens in final https://t.co/HdiRgt3kuq,2018-06-09 15:18:41+00:00,0.0,0.0,0.0,1.0,109
109,BBCWorld,"RT @BBCNews: Trooping the Colour: Four things about the event that celebrates the Queen's official birthday
👑
https://t.co/YHGc0NYNxv https…",2018-06-09 15:11:50+00:00,0.5719,0.171,0.0,0.829,110
110,BBCWorld,"US President @realDonaldTrump says he is ""on a mission of peace"" when he travels to Singapore to meet Kim Jong-un f… https://t.co/LyCpbbjImh",2018-06-09 14:45:18+00:00,0.5423,0.149,0.0,0.851,111
111,BBCWorld,"""The United States has been taken advantage of for decades.. and we can't do that anymore""- US President… https://t.co/iiAxrXtx8U",2018-06-09 14:30:38+00:00,0.5859,0.22,0.0,0.78,112
112,BBCWorld,"The first Bond girl, Eunice Grayson, dies at 90 https://t.co/iaWJA0aKui",2018-06-09 13:57:56+00:00,0.0,0.0,0.0,1.0,113
113,BBCWorld,"RT @BBCAfrica: MacBeth Sibaya: Racism in South Africa worse than Russia 

https://t.co/pfCrGOBoIS",2018-06-09 13:39:33+00:00,-0.802,0.0,0.419,0.581,114
114,BBCWorld,Vatican ex-diplomat on trial for 'child pornography' https://t.co/FQKuqa2yHw,2018-06-09 13:39:17+00:00,0.0,0.0,0.0,1.0,115
115,BBCWorld,"Two men who look like Donald Trump and Kim Jong-un went for a walk in Singapore 
But are they fooling anyone? 🤔… https://t.co/zVip7wCxvn",2018-06-09 13:22:11+00:00,-0.4215,0.069,0.14,0.791,116
116,BBCWorld,RT @BBCNews: The Royal family watch the RAF flypast from Buckingham Palace. 23 aircraft are taking part to mark the Queen's official birthd…,2018-06-09 12:19:26+00:00,0.0,0.0,0.0,1.0,117
117,BBCWorld,"RT @BBCNews: A 41 gun salute is fired to mark the Queen's official birthday at the Trooping the Colour ceremony in London 
#TroopingtheColo…",2018-06-09 12:19:22+00:00,-0.7184,0.0,0.231,0.769,118
118,BBCWorld,Climate change: Pope urges action on clean energy https://t.co/ANRAS2l9Bv,2018-06-09 11:32:15+00:00,0.5859,0.407,0.0,0.593,119
119,BBCWorld,John Lasseter: Disney animation head to quit after misconduct claims https://t.co/VbE84nBTtd,2018-06-09 11:20:53+00:00,0.0,0.0,0.0,1.0,120
120,BBCWorld,French Open 2018: Simona Halep aims for maiden Grand Slam title https://t.co/ygHKq9Q1mH,2018-06-09 11:20:53+00:00,0.1027,0.192,0.167,0.641,121
121,BBCWorld,RT @BBCNews: The Trooping the Colour parade which marks the Queen's official birthday is underway in London. The Queen and Duke and Duchess…,2018-06-09 10:57:49+00:00,0.0,0.0,0.0,1.0,122
122,BBCWorld,Trump and Macron in handshake showdown at G7 summit https://t.co/ZlG6Um7Px8,2018-06-09 10:57:48+00:00,0.0,0.0,0.0,1.0,123
123,BBCWorld,Bride of Belsen Holocaust survivor Gena Turgel dies aged 95 https://t.co/XAZF4wgBUs,2018-06-09 10:44:05+00:00,0.3612,0.2,0.0,0.8,124
124,BBCWorld,"Form is temporary, class is permanent. Which counts more at the World Cup? 
⚽🏃‍♂️ @BBCRealityCheck has crunched the… https://t.co/XCRql73q54",2018-06-09 09:10:36+00:00,0.0,0.0,0.0,1.0,125
125,BBCWorld,Game of Thrones: HBO orders spinoff prequel pilot https://t.co/S4ucN26bky,2018-06-09 09:09:05+00:00,0.0,0.0,0.0,1.0,126
126,BBCWorld,G7 summit dogged by divisions between Trump and allies https://t.co/MHXoMA7KVo,2018-06-09 07:07:31+00:00,0.0,0.0,0.0,1.0,127
127,BBCWorld,Taliban agree three-day Eid ceasefire in Afghanistan https://t.co/WaVmsIdso0,2018-06-09 06:07:41+00:00,0.3612,0.263,0.0,0.737,128
128,BBCWorld,Anthony Bourdain: Chef breaks into tears remembering his friend https://t.co/VMvl8KSq3W,2018-06-09 03:52:37+00:00,0.3182,0.244,0.145,0.611,129
129,BBCWorld,Jobless young Italians abandon charms of south https://t.co/FcqWWWTKu2,2018-06-09 03:34:58+00:00,0.0,0.246,0.246,0.508,130
130,BBCWorld,India women pay tribute to Bollywood star Sridevi through cosplay https://t.co/rQjWBWWd3p,2018-06-09 03:14:00+00:00,-0.1027,0.0,0.123,0.877,131
131,BBCWorld,Tayyaba abuse case shines light on Pakistan's child maids https://t.co/sXsjI8bXcA,2018-06-09 03:09:29+00:00,-0.6369,0.0,0.318,0.682,132
132,BBCWorld,Maria Esther Bueno: Brazilian star of 1960s women's tennis dies https://t.co/hlcUIRhgcV,2018-06-09 01:59:35+00:00,0.0,0.0,0.0,1.0,133
133,BBCWorld,Trump Kim summit: Who's pulling the strings? https://t.co/GROmz0qgIX,2018-06-09 01:34:07+00:00,0.0,0.0,0.0,1.0,134
134,BBCWorld,Week in pictures: 2 - 8 June 2018 https://t.co/04QX8UWGZr,2018-06-09 01:26:51+00:00,0.0,0.0,0.0,1.0,135
135,BBCWorld,Anthony Bourdain: Why his travel shows had global appeal https://t.co/lrP0LJKC7n,2018-06-09 00:33:12+00:00,0.0,0.0,0.0,1.0,136
136,BBCWorld,China hackers steal data from US Navy contractor - reports https://t.co/A0UxMnLFFj,2018-06-08 23:10:00+00:00,-0.4939,0.0,0.262,0.738,137
137,BBCWorld,Why Russian workers are being taught how to smile https://t.co/K2vn2PyLt3,2018-06-08 23:10:00+00:00,0.3612,0.217,0.0,0.783,138
138,BBCWorld,'They keep me here so I can't attack' https://t.co/uqG5k3pvIF,2018-06-08 23:10:00+00:00,0.4277,0.288,0.0,0.712,139
139,BBCWorld,Barbed wire and smuggled crabs: Watching North Korea from China https://t.co/Vjgk1HoL9H,2018-06-08 23:10:00+00:00,-0.3612,0.0,0.2,0.8,140
140,BBCWorld,Why US suicide rate is on the rise https://t.co/6jqRzwhm8Q,2018-06-08 22:27:18+00:00,-0.6705,0.0,0.36,0.64,141
141,BBCWorld,US election 2018: The women lining up to topple Trump https://t.co/LOGxNymdY4,2018-06-08 21:49:36+00:00,0.0,0.0,0.0,1.0,142
142,BBCWorld,'Kim and Trump' buddy up in Singapore https://t.co/G0i7WJ60Kp,2018-06-08 21:49:36+00:00,0.0,0.0,0.0,1.0,143
143,BBCWorld,Cuba 'sonic attack': US tests two more Havana embassy staff https://t.co/rUEbx6eGMs,2018-06-08 20:26:04+00:00,0.0,0.0,0.0,1.0,144
144,BBCWorld,US soldier killed in Somalia firefight https://t.co/rEudHbzFIX,2018-06-08 20:02:34+00:00,-0.6705,0.0,0.429,0.571,145
145,BBCWorld,Why Turkey’s election matters to you https://t.co/ZvjTjYB9NB,2018-06-08 19:57:33+00:00,0.0258,0.155,0.0,0.845,146
